Sample,Type,SeqID,Reads,Coverage,Path
1BF2780FDA,broodstock,1BF2780FDA_S843,184803,499.668,/home/maccamp/kootenai/data/align/1BF2780FDA_S843.sort.bam
1BF27811E0,broodstock,1BF27811E0_S844,157421,425.041,/home/maccamp/kootenai/data/align/1BF27811E0_S844.sort.bam
1BF2736562,broodstock,1BF2736562_S845,299131,811.961,/home/maccamp/kootenai/data/align/1BF2736562_S845.sort.bam
1BF2780435,broodstock,1BF2780435_S846,214065,580.355,/home/maccamp/kootenai/data/align/1BF2780435_S846.sort.bam
7F7D0F3E0A,broodstock,7F7D0F3E0A_S847,284414,770.655,/home/maccamp/kootenai/data/align/7F7D0F3E0A_S847.sort.bam
1BF272FBF1,broodstock,1BF272FBF1_S848,69576,182.395,/home/maccamp/kootenai/data/align/1BF272FBF1_S848.sort.bam
1BF2784EF2,broodstock,1BF2784EF2_S851,253088,687.681,/home/maccamp/kootenai/data/align/1BF2784EF2_S851.sort.bam
1BF27804B0,broodstock,1BF27804B0_S852,184144,497.443,/home/maccamp/kootenai/data/align/1BF27804B0_S852.sort.bam
1BF272E300,broodstock,1BF272E300_S853,243127,661.424,/home/maccamp/kootenai/data/align/1BF272E300_S853.sort.bam
1BF272E401,broodstock,1BF272E401_S854,175195,476.263,/home/maccamp/kootenai/data/align/1BF272E401_S854.sort.bam
473D0A156A,broodstock,473D0A156A_S855,388692,1065.96,/home/maccamp/kootenai/data/align/473D0A156A_S855.sort.bam
1BF27486C1,broodstock,1BF27486C1_S856,347477,942.29,/home/maccamp/kootenai/data/align/1BF27486C1_S856.sort.bam
1BF2780193,broodstock,1BF2780193_S859,170533,460.142,/home/maccamp/kootenai/data/align/1BF2780193_S859.sort.bam
1BF277FF3B,broodstock,1BF277FF3B_S860,391819,1059.71,/home/maccamp/kootenai/data/align/1BF277FF3B_S860.sort.bam
1BF272DD9C,broodstock,1BF272DD9C_S861,236913,642.404,/home/maccamp/kootenai/data/align/1BF272DD9C_S861.sort.bam
1BF272991F,broodstock,1BF272991F_S862,213632,580.069,/home/maccamp/kootenai/data/align/1BF272991F_S862.sort.bam
473D135E6D,broodstock,473D135E6D_S863,291231,793.917,/home/maccamp/kootenai/data/align/473D135E6D_S863.sort.bam
1BF2730A06,broodstock,1BF2730A06_S864,67523,180.033,/home/maccamp/kootenai/data/align/1BF2730A06_S864.sort.bam
1BF2785E47,broodstock,1BF2785E47_S867,177877,478.191,/home/maccamp/kootenai/data/align/1BF2785E47_S867.sort.bam
1BF2783665,broodstock,1BF2783665_S868,87013,236.359,/home/maccamp/kootenai/data/align/1BF2783665_S868.sort.bam
1BF272F678,broodstock,1BF272F678_S869,339355,924.861,/home/maccamp/kootenai/data/align/1BF272F678_S869.sort.bam
1C2D457DAB,broodstock,1C2D457DAB_S870,211513,573.539,/home/maccamp/kootenai/data/align/1C2D457DAB_S870.sort.bam
1BF272F4FA,broodstock,1BF272F4FA_S872,666803,1814.23,/home/maccamp/kootenai/data/align/1BF272F4FA_S872.sort.bam
1BF27849B1,broodstock,1BF27849B1_S875,151398,406.057,/home/maccamp/kootenai/data/align/1BF27849B1_S875.sort.bam
1BF2783D03,broodstock,1BF2783D03_S876,309624,842.302,/home/maccamp/kootenai/data/align/1BF2783D03_S876.sort.bam
1C2D457B8F,broodstock,1C2D457B8F_S877,271141,733.32,/home/maccamp/kootenai/data/align/1C2D457B8F_S877.sort.bam
1BF2783F5C,broodstock,1BF2783F5C_S878,289766,786.812,/home/maccamp/kootenai/data/align/1BF2783F5C_S878.sort.bam
473D0A2434,broodstock,473D0A2434_S879,109723,293.336,/home/maccamp/kootenai/data/align/473D0A2434_S879.sort.bam
1BF2785BF1,broodstock,1BF2785BF1_S883,209995,566.983,/home/maccamp/kootenai/data/align/1BF2785BF1_S883.sort.bam
1BF2784BF0,broodstock,1BF2784BF0_S884,316052,858.887,/home/maccamp/kootenai/data/align/1BF2784BF0_S884.sort.bam
1BF272E392,broodstock,1BF272E392_S885,395797,1074.92,/home/maccamp/kootenai/data/align/1BF272E392_S885.sort.bam
1BF272DAB2,broodstock,1BF272DAB2_S886,210253,569.945,/home/maccamp/kootenai/data/align/1BF272DAB2_S886.sort.bam
1BF2732E93,broodstock,1BF2732E93_S887,275981,748.125,/home/maccamp/kootenai/data/align/1BF2732E93_S887.sort.bam
1BF274E47A,broodstock,1BF274E47A_S888,592309,1603.61,/home/maccamp/kootenai/data/align/1BF274E47A_S888.sort.bam
1BF2782E74,broodstock,1BF2782E74_S891,443155,1204.89,/home/maccamp/kootenai/data/align/1BF2782E74_S891.sort.bam
1BF2785A76,broodstock,1BF2785A76_S892,174506,470.755,/home/maccamp/kootenai/data/align/1BF2785A76_S892.sort.bam
1C2D4562DA,broodstock,1C2D4562DA_S893,168212,454.732,/home/maccamp/kootenai/data/align/1C2D4562DA_S893.sort.bam
1C2D456CD2,broodstock,1C2D456CD2_S894,193570,525.768,/home/maccamp/kootenai/data/align/1C2D456CD2_S894.sort.bam
1BF272C6EB,broodstock,1BF272C6EB_S895,369883,1011.59,/home/maccamp/kootenai/data/align/1BF272C6EB_S895.sort.bam
1BF273629B,broodstock,1BF273629B_S896,107975,287.869,/home/maccamp/kootenai/data/align/1BF273629B_S896.sort.bam
1BF277F8C9,broodstock,1BF277F8C9_S899,225032,605.73,/home/maccamp/kootenai/data/align/1BF277F8C9_S899.sort.bam
1BF2780E47,broodstock,1BF2780E47_S900,385732,1041.81,/home/maccamp/kootenai/data/align/1BF2780E47_S900.sort.bam
1BF2734EDD,broodstock,1BF2734EDD_S901,326362,886.32,/home/maccamp/kootenai/data/align/1BF2734EDD_S901.sort.bam
1C2D456BF7,broodstock,1C2D456BF7_S902,725310,1958.57,/home/maccamp/kootenai/data/align/1C2D456BF7_S902.sort.bam
1BF272AEFC,broodstock,1BF272AEFC_S903,407100,1107.82,/home/maccamp/kootenai/data/align/1BF272AEFC_S903.sort.bam
1BF278574E,broodstock,1BF278574E_S906,618491,1663.48,/home/maccamp/kootenai/data/align/1BF278574E_S906.sort.bam
1BF2783414,broodstock,1BF2783414_S907,342730,923.479,/home/maccamp/kootenai/data/align/1BF2783414_S907.sort.bam
1BF2781899,broodstock,1BF2781899_S908,291143,794.746,/home/maccamp/kootenai/data/align/1BF2781899_S908.sort.bam
1BF2728749,broodstock,1BF2728749_S909,250889,680.776,/home/maccamp/kootenai/data/align/1BF2728749_S909.sort.bam
1BF2781193,broodstock,1BF2781193_S910,234506,637.006,/home/maccamp/kootenai/data/align/1BF2781193_S910.sort.bam
1BF2752923,broodstock,1BF2752923_S911,361342,986.212,/home/maccamp/kootenai/data/align/1BF2752923_S911.sort.bam
1BF274E7C2,broodstock,1BF274E7C2_S912,533498,1453.61,/home/maccamp/kootenai/data/align/1BF274E7C2_S912.sort.bam
1BF2776E93,broodstock,1BF2776E93_S914,322985,874.021,/home/maccamp/kootenai/data/align/1BF2776E93_S914.sort.bam
1BF2784D7D,broodstock,1BF2784D7D_S915,170041,455.302,/home/maccamp/kootenai/data/align/1BF2784D7D_S915.sort.bam
1BF2785D0B,broodstock,1BF2785D0B_S916,182140,489.85,/home/maccamp/kootenai/data/align/1BF2785D0B_S916.sort.bam
1BF27354D0,broodstock,1BF27354D0_S917,261997,713.832,/home/maccamp/kootenai/data/align/1BF27354D0_S917.sort.bam
1BF272D128,broodstock,1BF272D128_S918,219308,594.034,/home/maccamp/kootenai/data/align/1BF272D128_S918.sort.bam
1BF272AC47,broodstock,1BF272AC47_S919,412226,1124.7,/home/maccamp/kootenai/data/align/1BF272AC47_S919.sort.bam
1BF274C523,broodstock,1BF274C523_S920,108135,290.464,/home/maccamp/kootenai/data/align/1BF274C523_S920.sort.bam
1BF2785CE5,broodstock,1BF2785CE5_S922,567160,1510.28,/home/maccamp/kootenai/data/align/1BF2785CE5_S922.sort.bam
1BF2781BA4,broodstock,1BF2781BA4_S923,250794,679.251,/home/maccamp/kootenai/data/align/1BF2781BA4_S923.sort.bam
1BF27820A8,broodstock,1BF27820A8_S924,363595,989.247,/home/maccamp/kootenai/data/align/1BF27820A8_S924.sort.bam
1BF2730C72,broodstock,1BF2730C72_S925,268193,727.35,/home/maccamp/kootenai/data/align/1BF2730C72_S925.sort.bam
1BF2783414,broodstock,1BF2783414_S907,342730,923.479,/home/maccamp/kootenai/data/align/1BF2783414_S907.sort.bam
1BF274E703,broodstock,1BF274E703_S926,587324,1598.89,/home/maccamp/kootenai/data/align/1BF274E703_S926.sort.bam
1BF2780D78,broodstock,1BF2780D78_S927,126181,332.044,/home/maccamp/kootenai/data/align/1BF2780D78_S927.sort.bam
1BF278586A,broodstock,1BF278586A_S929,324771,869.836,/home/maccamp/kootenai/data/align/1BF278586A_S929.sort.bam
1BF27847D9,broodstock,1BF27847D9_S930,444060,1203,/home/maccamp/kootenai/data/align/1BF27847D9_S930.sort.bam
1BF272AC62,broodstock,1BF272AC62_S931,377845,1028.7,/home/maccamp/kootenai/data/align/1BF272AC62_S931.sort.bam
1BF2733FB9,broodstock,1BF2733FB9_S932,295009,801.455,/home/maccamp/kootenai/data/align/1BF2733FB9_S932.sort.bam
1BF274E703,broodstock,1BF274E703_S926,587324,1598.89,/home/maccamp/kootenai/data/align/1BF274E703_S926.sort.bam
1BF2731043,broodstock,1BF2731043_S933,116817,312.113,/home/maccamp/kootenai/data/align/1BF2731043_S933.sort.bam
1BF277FD8A,broodstock,1BF277FD8A_S935,315809,835.43,/home/maccamp/kootenai/data/align/1BF277FD8A_S935.sort.bam
1C2D456BF7,broodstock,1C2D456BF7_S902,725310,1958.57,/home/maccamp/kootenai/data/align/1C2D456BF7_S902.sort.bam
1BF2738FF2,broodstock,1BF2738FF2_S936,200799,515.055,/home/maccamp/kootenai/data/align/1BF2738FF2_S936.sort.bam
1BF2781BA8,broodstock,1BF2781BA8_S937,98031,249.467,/home/maccamp/kootenai/data/align/1BF2781BA8_S937.sort.bam
1BF2730EB7,broodstock,1BF2730EB7_S938,261557,677.065,/home/maccamp/kootenai/data/align/1BF2730EB7_S938.sort.bam
1BF277DBB2,broodstock,1BF277DBB2_S939,242185,616.542,/home/maccamp/kootenai/data/align/1BF277DBB2_S939.sort.bam
1BF26FE558,broodstock,1BF26FE558_S940,88023,222.384,/home/maccamp/kootenai/data/align/1BF26FE558_S940.sort.bam
7F7D3F3C48,broodstock,7F7D3F3C48_S941,153935,397.526,/home/maccamp/kootenai/data/align/7F7D3F3C48_S941.sort.bam
1BF27813DB,broodstock,1BF27813DB_S942,156942,395.989,/home/maccamp/kootenai/data/align/1BF27813DB_S942.sort.bam
1BF2734025,broodstock,1BF2734025_S943,197536,522.831,/home/maccamp/kootenai/data/align/1BF2734025_S943.sort.bam
1BF278260D,broodstock,1BF278260D_S944,486461,1276.3,/home/maccamp/kootenai/data/align/1BF278260D_S944.sort.bam
1BF2785748,broodstock,1BF2785748_S945,237708,618.295,/home/maccamp/kootenai/data/align/1BF2785748_S945.sort.bam
1C2DE10705,broodstock,1C2DE10705_S946,135559,350.201,/home/maccamp/kootenai/data/align/1C2DE10705_S946.sort.bam
1C2D9D398F,broodstock,1C2D9D398F_S947,103787,261.325,/home/maccamp/kootenai/data/align/1C2D9D398F_S947.sort.bam
1BF2785798,broodstock,1BF2785798_S948,106884,271.739,/home/maccamp/kootenai/data/align/1BF2785798_S948.sort.bam
142735625A,broodstock,142735625A_S949,156953,406.403,/home/maccamp/kootenai/data/align/142735625A_S949.sort.bam
1BF2785021,broodstock,1BF2785021_S950,319747,853.518,/home/maccamp/kootenai/data/align/1BF2785021_S950.sort.bam
1BF277DBB2,broodstock,1BF277DBB2_S939,242185,616.542,/home/maccamp/kootenai/data/align/1BF277DBB2_S939.sort.bam
1BF2732C28,broodstock,1BF2732C28_S951,123924,310.474,/home/maccamp/kootenai/data/align/1BF2732C28_S951.sort.bam
1BF274F505,broodstock,1BF274F505_S952,328405,859.082,/home/maccamp/kootenai/data/align/1BF274F505_S952.sort.bam
1BF2747100,broodstock,1BF2747100_S953,138669,354.513,/home/maccamp/kootenai/data/align/1BF2747100_S953.sort.bam
1BF27391AA,broodstock,1BF27391AA_S954,123957,312.281,/home/maccamp/kootenai/data/align/1BF27391AA_S954.sort.bam
1BF27504C1,broodstock,1BF27504C1_S955,153063,384.103,/home/maccamp/kootenai/data/align/1BF27504C1_S955.sort.bam
7F7E456D0E,broodstock,7F7E456D0E_S956,172499,441.949,/home/maccamp/kootenai/data/align/7F7E456D0E_S956.sort.bam
1C2D4CE25B,broodstock,1C2D4CE25B_S957,374640,995.571,/home/maccamp/kootenai/data/align/1C2D4CE25B_S957.sort.bam
1C2DB57237,broodstock,1C2DB57237_S958,446394,1184.62,/home/maccamp/kootenai/data/align/1C2DB57237_S958.sort.bam
1BF2747F5D,broodstock,1BF2747F5D_S959,200572,518.399,/home/maccamp/kootenai/data/align/1BF2747F5D_S959.sort.bam
1BF272E902,broodstock,1BF272E902_S960,120397,300.205,/home/maccamp/kootenai/data/align/1BF272E902_S960.sort.bam
1BF26FE755,broodstock,1BF26FE755_S961,112427,287.188,/home/maccamp/kootenai/data/align/1BF26FE755_S961.sort.bam
1BF273878A,broodstock,1BF273878A_S962,116834,293.577,/home/maccamp/kootenai/data/align/1BF273878A_S962.sort.bam
1BF2751565,broodstock,1BF2751565_S963,172941,528.6,/home/maccamp/kootenai/data/align/1BF2751565_S963.sort.bam
7F7D0A334C,broodstock,7F7D0A334C_S964,173203,449.866,/home/maccamp/kootenai/data/align/7F7D0A334C_S964.sort.bam
1BF2738BA7,broodstock,1BF2738BA7_S965,265399,699.624,/home/maccamp/kootenai/data/align/1BF2738BA7_S965.sort.bam
1C2D9D6936,broodstock,1C2D9D6936_S966,188024,490.402,/home/maccamp/kootenai/data/align/1C2D9D6936_S966.sort.bam
1BF2733E5E,broodstock,1BF2733E5E_S967,111673,278.677,/home/maccamp/kootenai/data/align/1BF2733E5E_S967.sort.bam
1BF27307E2,broodstock,1BF27307E2_S968,108826,273.189,/home/maccamp/kootenai/data/align/1BF27307E2_S968.sort.bam
1C2D4CE1CA,broodstock,1C2D4CE1CA_S969,297248,779.382,/home/maccamp/kootenai/data/align/1C2D4CE1CA_S969.sort.bam
7F7D3F4670,broodstock,7F7D3F4670_S970,121537,308.68,/home/maccamp/kootenai/data/align/7F7D3F4670_S970.sort.bam
1BF26FF349,broodstock,1BF26FF349_S971,137449,353.345,/home/maccamp/kootenai/data/align/1BF26FF349_S971.sort.bam
131566460A,broodstock,131566460A_S972,156811,404.156,/home/maccamp/kootenai/data/align/131566460A_S972.sort.bam
1BF272DI21,broodstock,1BF272DI21_S973,160121,411.048,/home/maccamp/kootenai/data/align/1BF272DI21_S973.sort.bam
1C2D44F136,broodstock,1C2D44F136_S974,163404,420.828,/home/maccamp/kootenai/data/align/1C2D44F136_S974.sort.bam
1C2D4D32CE,broodstock,1C2D4D32CE_S975,160567,408.074,/home/maccamp/kootenai/data/align/1C2D4D32CE_S975.sort.bam
1C2D4CCE65,broodstock,1C2D4CCE65_S976,123141,308.302,/home/maccamp/kootenai/data/align/1C2D4CCE65_S976.sort.bam
1BF27846D4,broodstock,1BF27846D4_S977,120911,305.439,/home/maccamp/kootenai/data/align/1BF27846D4_S977.sort.bam
1BF272860C,broodstock,1BF272860C_S978,123477,307.736,/home/maccamp/kootenai/data/align/1BF272860C_S978.sort.bam
7F7F42675,broodstock,7F7F42675_S979,146153,370.314,/home/maccamp/kootenai/data/align/7F7F42675_S979.sort.bam
7F7F403D5A,broodstock,7F7F403D5A_S980,220105,568.963,/home/maccamp/kootenai/data/align/7F7F403D5A_S980.sort.bam
1C2D6009FB,broodstock,1C2D6009FB_S981,118557,307.781,/home/maccamp/kootenai/data/align/1C2D6009FB_S981.sort.bam
1BF272B4DE,broodstock,1BF272B4DE_S982,168622,437.696,/home/maccamp/kootenai/data/align/1BF272B4DE_S982.sort.bam
1BF2748C16,broodstock,1BF2748C16_S983,111520,282.437,/home/maccamp/kootenai/data/align/1BF2748C16_S983.sort.bam
1BF274ECF9,broodstock,1BF274ECF9_S985,113499,304.418,/home/maccamp/kootenai/data/align/1BF274ECF9_S985.sort.bam
1BF274FA90,broodstock,1BF274FA90_S986,116045,290.457,/home/maccamp/kootenai/data/align/1BF274FA90_S986.sort.bam
1BF272EDD0,broodstock,1BF272EDD0_S987,187702,472.579,/home/maccamp/kootenai/data/align/1BF272EDD0_S987.sort.bam
7F7D0D796D,broodstock,7F7D0D796D_S988,211068,548.354,/home/maccamp/kootenai/data/align/7F7D0D796D_S988.sort.bam
1C2D9D6CC9,broodstock,1C2D9D6CC9_S989,344738,917.448,/home/maccamp/kootenai/data/align/1C2D9D6CC9_S989.sort.bam
1C2D9D69B1,broodstock,1C2D9D69B1_S990,176776,458.455,/home/maccamp/kootenai/data/align/1C2D9D69B1_S990.sort.bam
1BF2780EB0,broodstock,1BF2780EB0_S991,142963,363.352,/home/maccamp/kootenai/data/align/1BF2780EB0_S991.sort.bam
1BF27317F4,broodstock,1BF27317F4_S992,124710,318.442,/home/maccamp/kootenai/data/align/1BF27317F4_S992.sort.bam
239F84A81A,broodstock,239F84A81A_S993,173116,544.466,/home/maccamp/kootenai/data/align/239F84A81A_S993.sort.bam
1BF272932B,broodstock,1BF272932B_S994,168109,431.72,/home/maccamp/kootenai/data/align/1BF272932B_S994.sort.bam
1C2D9D69A8,broodstock,1C2D9D69A8_S995,130601,354.38,/home/maccamp/kootenai/data/align/1C2D9D69A8_S995.sort.bam
7F7F442A1B,broodstock,7F7F442A1B_S996,190436,493.989,/home/maccamp/kootenai/data/align/7F7F442A1B_S996.sort.bam
1BF2732E70,broodstock,1BF2732E70_S997,184979,485.619,/home/maccamp/kootenai/data/align/1BF2732E70_S997.sort.bam
1BF272A117,broodstock,1BF272A117_S998,180187,469.194,/home/maccamp/kootenai/data/align/1BF272A117_S998.sort.bam
1C2D456FBD,broodstock,1C2D456FBD_S999,291633,761.492,/home/maccamp/kootenai/data/align/1C2D456FBD_S999.sort.bam
1BF2785CE5,broodstock,1BF2785CE5_S922,567160,1510.28,/home/maccamp/kootenai/data/align/1BF2785CE5_S922.sort.bam
1BF272A931,broodstock,1BF272A931_S1000,135096,348.617,/home/maccamp/kootenai/data/align/1BF272A931_S1000.sort.bam
1BF274F352,broodstock,1BF274F352_S1001,107404,270.091,/home/maccamp/kootenai/data/align/1BF274F352_S1001.sort.bam
1BF97557F0,broodstock,1BF97557F0_S1002,123061,311.096,/home/maccamp/kootenai/data/align/1BF97557F0_S1002.sort.bam
7F7D31451E,broodstock,7F7D31451E_S1003,139530,359.365,/home/maccamp/kootenai/data/align/7F7D31451E_S1003.sort.bam
1C2D45873C,broodstock,1C2D45873C_S1004,298809,793.011,/home/maccamp/kootenai/data/align/1C2D45873C_S1004.sort.bam
239F847783,broodstock,239F847783_S1005,95375,248.326,/home/maccamp/kootenai/data/align/239F847783_S1005.sort.bam
239F848078,broodstock,239F848078_S1006,139353,352.966,/home/maccamp/kootenai/data/align/239F848078_S1006.sort.bam
1C2D4CA250,broodstock,1C2D4CA250_S1007,183546,475.155,/home/maccamp/kootenai/data/align/1C2D4CA250_S1007.sort.bam
239F849A92,broodstock,239F849A92_S1008,121251,305.765,/home/maccamp/kootenai/data/align/239F849A92_S1008.sort.bam
239F8449C6,broodstock,239F8449C6_S1009,221538,575.456,/home/maccamp/kootenai/data/align/239F8449C6_S1009.sort.bam
1BF272CAD6,broodstock,1BF272CAD6_S1010,202523,524.773,/home/maccamp/kootenai/data/align/1BF272CAD6_S1010.sort.bam
7F7F403775,broodstock,7F7F403775_S1011,214799,565.153,/home/maccamp/kootenai/data/align/7F7F403775_S1011.sort.bam
1C2D9D46EC,broodstock,1C2D9D46EC_S1012,319223,855.032,/home/maccamp/kootenai/data/align/1C2D9D46EC_S1012.sort.bam
1BF2730723,broodstock,1BF2730723_S1013,114168,292.495,/home/maccamp/kootenai/data/align/1BF2730723_S1013.sort.bam
1C2D456510,broodstock,1C2D456510_S1014,306170,790.672,/home/maccamp/kootenai/data/align/1C2D456510_S1014.sort.bam
1BF272DBF2,broodstock,1BF272DBF2_S1015,225833,594.656,/home/maccamp/kootenai/data/align/1BF272DBF2_S1015.sort.bam
IBF26FF079,broodstock,IBF26FF079_S1016,101238,271.657,/home/maccamp/kootenai/data/align/IBF26FF079_S1016.sort.bam
1C2D4C940B,broodstock,1C2D4C940B_S1017,166404,436.189,/home/maccamp/kootenai/data/align/1C2D4C940B_S1017.sort.bam
1BF26FF1D2,broodstock,1BF26FF1D2_S1018,143042,373.835,/home/maccamp/kootenai/data/align/1BF26FF1D2_S1018.sort.bam
7F7D10322,broodstock,7F7D10322_S1019,228519,599.809,/home/maccamp/kootenai/data/align/7F7D10322_S1019.sort.bam
1BF2770FD7,broodstock,1BF2770FD7_S1020,281728,743.29,/home/maccamp/kootenai/data/align/1BF2770FD7_S1020.sort.bam
1BF27852C4,broodstock,1BF27852C4_S1021,114993,285.645,/home/maccamp/kootenai/data/align/1BF27852C4_S1021.sort.bam
1BF2783AB8,broodstock,1BF2783AB8_S1022,110758,285.806,/home/maccamp/kootenai/data/align/1BF2783AB8_S1022.sort.bam
1BF273223A,broodstock,1BF273223A_S1023,84059,210.932,/home/maccamp/kootenai/data/align/1BF273223A_S1023.sort.bam
1BF277FE32,broodstock,1BF277FE32_S1024,176257,460.872,/home/maccamp/kootenai/data/align/1BF277FE32_S1024.sort.bam
142245585A,broodstock,142245585A_S1026,113594,290.691,/home/maccamp/kootenai/data/align/142245585A_S1026.sort.bam
133911116A,broodstock,133911116A_S1028,334521,902.606,/home/maccamp/kootenai/data/align/133911116A_S1028.sort.bam
1BF272E40D,broodstock,1BF272E40D_S1029,129299,345.538,/home/maccamp/kootenai/data/align/1BF272E40D_S1029.sort.bam
1BF27278BC,broodstock,1BF27278BC_S1030,91615,245.351,/home/maccamp/kootenai/data/align/1BF27278BC_S1030.sort.bam
130951683A,broodstock,130951683A_S1036,211396,567.96,/home/maccamp/kootenai/data/align/130951683A_S1036.sort.bam
1BF22B4FD,broodstock,1BF22B4FD_S1037,271614,710.49,/home/maccamp/kootenai/data/align/1BF22B4FD_S1037.sort.bam
1BF277A00B,broodstock,1BF277A00B_S1038,100266,270.282,/home/maccamp/kootenai/data/align/1BF277A00B_S1038.sort.bam
7F7E644573,broodstock,7F7E644573_S1044,125061,333.947,/home/maccamp/kootenai/data/align/7F7E644573_S1044.sort.bam
