Sample,Type,SeqID,Reads,Coverage,Path
1BF277FE32,broodstock,1BF277FE32_S1024,176257,460.872,/home/maccamp/kootenai/data/align/1BF277FE32_S1024.sort.bam
1BF277FD8A,broodstock,1BF277FD8A_S935,315809,835.43,/home/maccamp/kootenai/data/align/1BF277FD8A_S935.sort.bam
1BF278260D,broodstock,1BF278260D_S944,486461,1276.3,/home/maccamp/kootenai/data/align/1BF278260D_S944.sort.bam
1BF27837F5,broodstock,1BF27837F5_S1050,319513,843.506,/home/maccamp/kootenai/data/align/1BF27837F5_S1050.sort.bam
1BF27803F8,broodstock,1BF27803F8_S1057,272626,712.883,/home/maccamp/kootenai/data/align/1BF27803F8_S1057.sort.bam
1BF278004B,broodstock,1BF278004B_S1058,280032,730.736,/home/maccamp/kootenai/data/align/1BF278004B_S1058.sort.bam
7F7E6E493D,broodstock,7F7E6E493D_S1066,68371,185.01,/home/maccamp/kootenai/data/align/7F7E6E493D_S1066.sort.bam
1BF2784B3E,broodstock,1BF2784B3E_S1073,276546,726.979,/home/maccamp/kootenai/data/align/1BF2784B3E_S1073.sort.bam
1BF27820C4,broodstock,1BF27820C4_S1074,112823,295.112,/home/maccamp/kootenai/data/align/1BF27820C4_S1074.sort.bam
1BF2781785,broodstock,1BF2781785_S1081,325279,866.317,/home/maccamp/kootenai/data/align/1BF2781785_S1081.sort.bam
1BF278591D,broodstock,1BF278591D_S1082,135996,364.295,/home/maccamp/kootenai/data/align/1BF278591D_S1082.sort.bam
1BF2780938,broodstock,1BF2780938_S1090,86659,232.457,/home/maccamp/kootenai/data/align/1BF2780938_S1090.sort.bam
1BF27806F1,broodstock,1BF27806F1_S1097,123069,327.357,/home/maccamp/kootenai/data/align/1BF27806F1_S1097.sort.bam
1BF2785C37,broodstock,1BF2785C37_S1098,95709,256.638,/home/maccamp/kootenai/data/align/1BF2785C37_S1098.sort.bam
1BF274CADA,broodstock,1BF274CADA_S1105,111930,292.362,/home/maccamp/kootenai/data/align/1BF274CADA_S1105.sort.bam
1BF2780751,broodstock,1BF2780751_S1106,91050,244.701,/home/maccamp/kootenai/data/align/1BF2780751_S1106.sort.bam
1BF278092B,broodstock,1BF278092B_S1113,300714,795.429,/home/maccamp/kootenai/data/align/1BF278092B_S1113.sort.bam
1BF272BB7C,broodstock,1BF272BB7C_S1114,96852,256.923,/home/maccamp/kootenai/data/align/1BF272BB7C_S1114.sort.bam
1BF274F505,broodstock,1BF274F505_S952,328405,859.082,/home/maccamp/kootenai/data/align/1BF274F505_S952.sort.bam
1BF26FDD87,broodstock,1BF26FDD87_S1132,420670,1142.97,/home/maccamp/kootenai/data/align/1BF26FDD87_S1132.sort.bam
1BF278331C,broodstock,1BF278331C_S1140,292519,789.097,/home/maccamp/kootenai/data/align/1BF278331C_S1140.sort.bam
1BF2727874,broodstock,1BF2727874_S1148,95186,250.705,/home/maccamp/kootenai/data/align/1BF2727874_S1148.sort.bam
1BF277F89E,broodstock,1BF277F89E_S1156,211593,569.115,/home/maccamp/kootenai/data/align/1BF277F89E_S1156.sort.bam
1C2DB5E7B1,broodstock,1C2DB5E7B1_S1163,214317,574.992,/home/maccamp/kootenai/data/align/1C2DB5E7B1_S1163.sort.bam
1C2D458C31,broodstock,1C2D458C31_S1164,144905,386.671,/home/maccamp/kootenai/data/align/1C2D458C31_S1164.sort.bam
1A19B2F836,broodstock,1A19B2F836_S1171,383246,1060.84,/home/maccamp/kootenai/data/align/1A19B2F836_S1171.sort.bam
1BF274D768,broodstock,1BF274D768_S1172,110176,292.592,/home/maccamp/kootenai/data/align/1BF274D768_S1172.sort.bam
1BF9752A33,broodstock,1BF9752A33_S1179,68710,179.179,/home/maccamp/kootenai/data/align/1BF9752A33_S1179.sort.bam
1BF2785748,broodstock,1BF2785748_S945,237708,618.295,/home/maccamp/kootenai/data/align/1BF2785748_S945.sort.bam
1BF274E5B8,broodstock,1BF274E5B8_S1186,180227,486.333,/home/maccamp/kootenai/data/align/1BF274E5B8_S1186.sort.bam
1C2D456510,broodstock,1C2D456510_S1014,306170,790.672,/home/maccamp/kootenai/data/align/1C2D456510_S1014.sort.bam
1C2D456FBD,broodstock,1C2D456FBD_S999,291633,761.492,/home/maccamp/kootenai/data/align/1C2D456FBD_S999.sort.bam
1BF27838DB,broodstock,1BF27838DB_S1193,169223,455.264,/home/maccamp/kootenai/data/align/1BF27838DB_S1193.sort.bam
1A19B33A21,broodstock,1A19B33A21_S1200,252082,679.528,/home/maccamp/kootenai/data/align/1A19B33A21_S1200.sort.bam
1BF2785D58,broodstock,1BF2785D58_S1207,227348,607.371,/home/maccamp/kootenai/data/align/1BF2785D58_S1207.sort.bam
7F7D3F627C,broodstock,7F7D3F627C_S1313,88559,255.38,/home/maccamp/kootenai/data/align/7F7D3F627C_S1313.sort.bam
7F7D407C0A,broodstock,7F7D407C0A_S1314,267693,719.746,/home/maccamp/kootenai/data/align/7F7D407C0A_S1314.sort.bam
7F7F120A61,broodstock,7F7F120A61_S1315,92619,252.613,/home/maccamp/kootenai/data/align/7F7F120A61_S1315.sort.bam
7F7E6A475C,broodstock,7F7E6A475C_S1320,111375,294.602,/home/maccamp/kootenai/data/align/7F7E6A475C_S1320.sort.bam
131452472A,broodstock,131452472A_S1321,95627,251.743,/home/maccamp/kootenai/data/align/131452472A_S1321.sort.bam
7F7F140B70,broodstock,7F7F140B70_S1322,117352,325.465,/home/maccamp/kootenai/data/align/7F7F140B70_S1322.sort.bam
7F7D0F606E,broodstock,7F7D0F606E_S1328,233773,632.066,/home/maccamp/kootenai/data/align/7F7D0F606E_S1328.sort.bam
134538662A,broodstock,134538662A_S1329,157482,417.831,/home/maccamp/kootenai/data/align/134538662A_S1329.sort.bam
133615697A,broodstock,133615697A_S1330,155589,408.827,/home/maccamp/kootenai/data/align/133615697A_S1330.sort.bam
134675261A,broodstock,134675261A_S1335,125617,335.63,/home/maccamp/kootenai/data/align/134675261A_S1335.sort.bam
7F7E456678,broodstock,7F7E456678_S1336,160898,426.502,/home/maccamp/kootenai/data/align/7F7E456678_S1336.sort.bam
7F7D406560,broodstock,7F7D406560_S1337,183862,486.911,/home/maccamp/kootenai/data/align/7F7D406560_S1337.sort.bam
7F7E6A3C24,broodstock,7F7E6A3C24_S1338,86029,225.898,/home/maccamp/kootenai/data/align/7F7E6A3C24_S1338.sort.bam
7F7D113372,broodstock,7F7D113372_S1343,93272,246.335,/home/maccamp/kootenai/data/align/7F7D113372_S1343.sort.bam
7F7D0D7C0F,broodstock,7F7D0D7C0F_S1344,216911,585.106,/home/maccamp/kootenai/data/align/7F7D0D7C0F_S1344.sort.bam
7F7D101A7B,broodstock,7F7D101A7B_S1345,149257,394.674,/home/maccamp/kootenai/data/align/7F7D101A7B_S1345.sort.bam
F7F441E79,broodstock,F7F441E79_S1346,135063,353.733,/home/maccamp/kootenai/data/align/F7F441E79_S1346.sort.bam
7F7F44193C,broodstock,7F7F44193C_S1351,141931,376.133,/home/maccamp/kootenai/data/align/7F7F44193C_S1351.sort.bam
7F7D420C65,broodstock,7F7D420C65_S1352,100189,290.039,/home/maccamp/kootenai/data/align/7F7D420C65_S1352.sort.bam
134652226A,broodstock,134652226A_S1353,97783,257.364,/home/maccamp/kootenai/data/align/134652226A_S1353.sort.bam
133764683A,broodstock,133764683A_S1354,126543,332.008,/home/maccamp/kootenai/data/align/133764683A_S1354.sort.bam
7F7F403672,broodstock,7F7F403672_S1359,100748,304.978,/home/maccamp/kootenai/data/align/7F7F403672_S1359.sort.bam
7F7F427559,broodstock,7F7F427559_S1360,126454,335.178,/home/maccamp/kootenai/data/align/7F7F427559_S1360.sort.bam
7F7D11227A,broodstock,7F7D11227A_S1361,111186,293.412,/home/maccamp/kootenai/data/align/7F7D11227A_S1361.sort.bam
127975561A,broodstock,127975561A_S1362,205362,542.614,/home/maccamp/kootenai/data/align/127975561A_S1362.sort.bam
7F7D0E2972,broodstock,7F7D0E2972_S1367,96615,286.523,/home/maccamp/kootenai/data/align/7F7D0E2972_S1367.sort.bam
7F7D374C53,broodstock,7F7D374C53_S1368,111138,294.394,/home/maccamp/kootenai/data/align/7F7D374C53_S1368.sort.bam
7F7D3F5261,broodstock,7F7D3F5261_S1369,80066,212.226,/home/maccamp/kootenai/data/align/7F7D3F5261_S1369.sort.bam
7F7D3E2765,broodstock,7F7D3E2765_S1370,111984,293.951,/home/maccamp/kootenai/data/align/7F7D3E2765_S1370.sort.bam
7F7D3F6532,broodstock,7F7D3F6532_S1375,108874,311.336,/home/maccamp/kootenai/data/align/7F7D3F6532_S1375.sort.bam
127575731A,broodstock,127575731A_S1376,237797,636.428,/home/maccamp/kootenai/data/align/127575731A_S1376.sort.bam
133874667A,broodstock,133874667A_S1377,182149,486.295,/home/maccamp/kootenai/data/align/133874667A_S1377.sort.bam
7F7D394700,broodstock,7F7D394700_S1378,156552,412.289,/home/maccamp/kootenai/data/align/7F7D394700_S1378.sort.bam
7F7D0F3054,broodstock,7F7D0F3054_S1384,152512,406.159,/home/maccamp/kootenai/data/align/7F7D0F3054_S1384.sort.bam
7F7D36580B,broodstock,7F7D36580B_S1385,216537,584.715,/home/maccamp/kootenai/data/align/7F7D36580B_S1385.sort.bam
142455360A,broodstock,142455360A_S1386,216563,569.537,/home/maccamp/kootenai/data/align/142455360A_S1386.sort.bam
7F7B0F6453,broodstock,7F7B0F6453_S1391,148184,401.45,/home/maccamp/kootenai/data/align/7F7B0F6453_S1391.sort.bam
127959585A,broodstock,127959585A_S1392,231591,619.662,/home/maccamp/kootenai/data/align/127959585A_S1392.sort.bam
134539154A,broodstock,134539154A_S1393,75490,198.675,/home/maccamp/kootenai/data/align/134539154A_S1393.sort.bam
7F7D11270D,broodstock,7F7D11270D_S1399,110627,293.158,/home/maccamp/kootenai/data/align/7F7D11270D_S1399.sort.bam
7F7D0F1D10,broodstock,7F7D0F1D10_S1400,209518,560.713,/home/maccamp/kootenai/data/align/7F7D0F1D10_S1400.sort.bam
42650B0659,broodstock,42650B0659_S1401,234098,618.643,/home/maccamp/kootenai/data/align/42650B0659_S1401.sort.bam
1BF27490D2,broodstock,1BF27490D2_S1556,184574,499.431,/home/maccamp/kootenai/data/align/1BF27490D2_S1556.sort.bam
1BF274F6B7,broodstock,1BF274F6B7_S1572,125954,336.481,/home/maccamp/kootenai/data/align/1BF274F6B7_S1572.sort.bam
1A19B2FD63,broodstock,1A19B2FD63_S1544,217005,587.31,/home/maccamp/kootenai/data/align/1A19B2FD63_S1544.sort.bam
1BF277EA5E,broodstock,1BF277EA5E_S1551,270929,737.119,/home/maccamp/kootenai/data/align/1BF277EA5E_S1551.sort.bam
1BF272E8DF,broodstock,1BF272E8DF_S1557,338086,922.886,/home/maccamp/kootenai/data/align/1BF272E8DF_S1557.sort.bam
1BF272AFB5,broodstock,1BF272AFB5_S1563,247378,674.092,/home/maccamp/kootenai/data/align/1BF272AFB5_S1563.sort.bam
1C2DB5733B,broodstock,1C2DB5733B_S1570,323696,877.721,/home/maccamp/kootenai/data/align/1C2DB5733B_S1570.sort.bam
1BF272D7DC,broodstock,1BF272D7DC_S1577,393442,1063.45,/home/maccamp/kootenai/data/align/1BF272D7DC_S1577.sort.bam
127453356A,broodstock,127453356A_S1504,148969,396.173,/home/maccamp/kootenai/data/align/127453356A_S1504.sort.bam
7F7D3E2D1B,broodstock,7F7D3E2D1B_S1505,104521,278.316,/home/maccamp/kootenai/data/align/7F7D3E2D1B_S1505.sort.bam
1BF2784B3E,broodstock,1BF2784B3E_S1073,276546,726.979,/home/maccamp/kootenai/data/align/1BF2784B3E_S1073.sort.bam
134648651A,broodstock,134648651A_S1511,175356,466.38,/home/maccamp/kootenai/data/align/134648651A_S1511.sort.bam
1BF27820C4,broodstock,1BF27820C4_S1074,112823,295.112,/home/maccamp/kootenai/data/align/1BF27820C4_S1074.sort.bam
7F7D0D626B,broodstock,7F7D0D626B_S1518,149476,404.427,/home/maccamp/kootenai/data/align/7F7D0D626B_S1518.sort.bam
127612561A,broodstock,127612561A_S1519,188598,508.254,/home/maccamp/kootenai/data/align/127612561A_S1519.sort.bam
7F7F403768,broodstock,7F7F403768_S1525,139439,375.591,/home/maccamp/kootenai/data/align/7F7F403768_S1525.sort.bam
1BF27806F1,broodstock,1BF27806F1_S1097,123069,327.357,/home/maccamp/kootenai/data/align/1BF27806F1_S1097.sort.bam
142863165A,broodstock,142863165A_S1531,137995,369.204,/home/maccamp/kootenai/data/align/142863165A_S1531.sort.bam
142727334A,broodstock,142727334A_S1532,157367,421.285,/home/maccamp/kootenai/data/align/142727334A_S1532.sort.bam
1BF274CADA,broodstock,1BF274CADA_S1105,111930,292.362,/home/maccamp/kootenai/data/align/1BF274CADA_S1105.sort.bam
7F7E6A3E40,broodstock,7F7E6A3E40_S1538,183895,499.248,/home/maccamp/kootenai/data/align/7F7E6A3E40_S1538.sort.bam
34737146A,broodstock,34737146A_S1539,125569,336.213,/home/maccamp/kootenai/data/align/34737146A_S1539.sort.bam
1BF278092B,broodstock,1BF278092B_S1113,300714,795.429,/home/maccamp/kootenai/data/align/1BF278092B_S1113.sort.bam
7F7D42027B,broodstock,7F7D42027B_S1545,112102,299.543,/home/maccamp/kootenai/data/align/7F7D42027B_S1545.sort.bam
7F7D273E51,broodstock,7F7D273E51_S1546,126943,339.131,/home/maccamp/kootenai/data/align/7F7D273E51_S1546.sort.bam
7F7D421A17,broodstock,7F7D421A17_S1552,150515,400.667,/home/maccamp/kootenai/data/align/7F7D421A17_S1552.sort.bam
1BF22B4FD,broodstock,1BF22B4FD_S1037,271614,710.49,/home/maccamp/kootenai/data/align/1BF22B4FD_S1037.sort.bam
141436352A,broodstock,141436352A_S1558,118032,316.056,/home/maccamp/kootenai/data/align/141436352A_S1558.sort.bam
1BF278260D,broodstock,1BF278260D_S944,486461,1276.3,/home/maccamp/kootenai/data/align/1BF278260D_S944.sort.bam
7F7D407C0A,broodstock,7F7D407C0A_S1314,267693,719.746,/home/maccamp/kootenai/data/align/7F7D407C0A_S1314.sort.bam
142411155A,broodstock,142411155A_S1564,148551,396.842,/home/maccamp/kootenai/data/align/142411155A_S1564.sort.bam
1BF27837F5,broodstock,1BF27837F5_S1050,319513,843.506,/home/maccamp/kootenai/data/align/1BF27837F5_S1050.sort.bam
7F7D0F220F,broodstock,7F7D0F220F_S1571,112013,300.731,/home/maccamp/kootenai/data/align/7F7D0F220F_S1571.sort.bam
1BF27803F8,broodstock,1BF27803F8_S1057,272626,712.883,/home/maccamp/kootenai/data/align/1BF27803F8_S1057.sort.bam
134635634A,broodstock,134635634A_S1578,158051,417.186,/home/maccamp/kootenai/data/align/134635634A_S1578.sort.bam
1BF278004B,broodstock,1BF278004B_S1058,280032,730.736,/home/maccamp/kootenai/data/align/1BF278004B_S1058.sort.bam
1BF272A8F9,broodstock,1BF272A8F9_S1580,215694,578.124,/home/maccamp/kootenai/data/align/1BF272A8F9_S1580.sort.bam
1C2D4C8CAE,broodstock,1C2D4C8CAE_S1581,112230,303.588,/home/maccamp/kootenai/data/align/1C2D4C8CAE_S1581.sort.bam
1BF272650F,broodstock,1BF272650F_S1582,128075,345.514,/home/maccamp/kootenai/data/align/1BF272650F_S1582.sort.bam
1BF272F98E,broodstock,1BF272F98E_S1583,203090,547.524,/home/maccamp/kootenai/data/align/1BF272F98E_S1583.sort.bam
1BF2733F42,broodstock,1BF2733F42_S1584,111457,299.09,/home/maccamp/kootenai/data/align/1BF2733F42_S1584.sort.bam
1A19B2F812,broodstock,1A19B2F812_S1585,106702,289.28,/home/maccamp/kootenai/data/align/1A19B2F812_S1585.sort.bam
1C2D4CD5B9,broodstock,1C2D4CD5B9_S1587,184866,498.759,/home/maccamp/kootenai/data/align/1C2D4CD5B9_S1587.sort.bam
1BF2780E47,broodstock,1BF2780E47_S900,385732,1041.81,/home/maccamp/kootenai/data/align/1BF2780E47_S900.sort.bam
1BF2F2D381,broodstock,1BF2F2D381_S1588,124293,335.916,/home/maccamp/kootenai/data/align/1BF2F2D381_S1588.sort.bam
1BF2734042,broodstock,1BF2734042_S1589,203189,551.792,/home/maccamp/kootenai/data/align/1BF2734042_S1589.sort.bam
1BF274A5E8,broodstock,1BF274A5E8_S1590,87774,234.897,/home/maccamp/kootenai/data/align/1BF274A5E8_S1590.sort.bam
7F7D112A46,broodstock,7F7D112A46_S1592,66187,200.544,/home/maccamp/kootenai/data/align/7F7D112A46_S1592.sort.bam
1C2D458DE4,broodstock,1C2D458DE4_S1593,226493,609.377,/home/maccamp/kootenai/data/align/1C2D458DE4_S1593.sort.bam
1BF2730F9B,broodstock,1BF2730F9B_S1594,196411,532.96,/home/maccamp/kootenai/data/align/1BF2730F9B_S1594.sort.bam
1BF274F603,broodstock,1BF274F603_S1595,167024,450.672,/home/maccamp/kootenai/data/align/1BF274F603_S1595.sort.bam
1BF27845F9,broodstock,1BF27845F9_S1596,245790,668.123,/home/maccamp/kootenai/data/align/1BF27845F9_S1596.sort.bam
1BF27422AF,broodstock,1BF27422AF_S1597,120632,323.538,/home/maccamp/kootenai/data/align/1BF27422AF_S1597.sort.bam
239F847C6D,broodstock,239F847C6D_S1598,106655,285.766,/home/maccamp/kootenai/data/align/239F847C6D_S1598.sort.bam
1BF272E212,broodstock,1BF272E212_S1600,266346,714.63,/home/maccamp/kootenai/data/align/1BF272E212_S1600.sort.bam
1C2D4D1B80,broodstock,1C2D4D1B80_S1601,389292,1063.38,/home/maccamp/kootenai/data/align/1C2D4D1B80_S1601.sort.bam
1BF277FF3B,broodstock,1BF277FF3B_S860,391819,1059.71,/home/maccamp/kootenai/data/align/1BF277FF3B_S860.sort.bam
1BF2784F37,broodstock,1BF2784F37_S1602,286148,779.082,/home/maccamp/kootenai/data/align/1BF2784F37_S1602.sort.bam
1BF272F4FA,broodstock,1BF272F4FA_S872,666803,1814.23,/home/maccamp/kootenai/data/align/1BF272F4FA_S872.sort.bam
1BF278334E,broodstock,1BF278334E_S1603,159563,432.149,/home/maccamp/kootenai/data/align/1BF278334E_S1603.sort.bam
1C2DB56763,broodstock,1C2DB56763_S1605,219293,586.646,/home/maccamp/kootenai/data/align/1C2DB56763_S1605.sort.bam
1C2DB57237,broodstock,1C2DB57237_S958,446394,1184.62,/home/maccamp/kootenai/data/align/1C2DB57237_S958.sort.bam
1BF2780CAA,broodstock,1BF2780CAA_S1606,155933,416.206,/home/maccamp/kootenai/data/align/1BF2780CAA_S1606.sort.bam
1BF278544F,broodstock,1BF278544F_S1607,259635,698.47,/home/maccamp/kootenai/data/align/1BF278544F_S1607.sort.bam
1B79752B7E,broodstock,1B79752B7E_S1608,148840,397.134,/home/maccamp/kootenai/data/align/1B79752B7E_S1608.sort.bam
1BF26FFB73,broodstock,1BF26FFB73_S1609,136310,366.366,/home/maccamp/kootenai/data/align/1BF26FFB73_S1609.sort.bam
1BF273FDA5,broodstock,1BF273FDA5_S1611,233727,629.52,/home/maccamp/kootenai/data/align/1BF273FDA5_S1611.sort.bam
1BF2781C1F,broodstock,1BF2781C1F_S1612,280925,758.891,/home/maccamp/kootenai/data/align/1BF2781C1F_S1612.sort.bam
1C2DB59BB1,broodstock,1C2DB59BB1_S1613,222245,599.897,/home/maccamp/kootenai/data/align/1C2DB59BB1_S1613.sort.bam
1C2D4562D2,broodstock,1C2D4562D2_S1614,233144,626.448,/home/maccamp/kootenai/data/align/1C2D4562D2_S1614.sort.bam
1C2D6040AA,broodstock,1C2D6040AA_S1615,117284,311.659,/home/maccamp/kootenai/data/align/1C2D6040AA_S1615.sort.bam
1BF278574E,broodstock,1BF278574E_S906,618491,1663.48,/home/maccamp/kootenai/data/align/1BF278574E_S906.sort.bam
1BF278574E,broodstock,1BF278574E_S906,618491,1663.48,/home/maccamp/kootenai/data/align/1BF278574E_S906.sort.bam
1BF27400FA,broodstock,1BF27400FA_S1622,216425,581.665,/home/maccamp/kootenai/data/align/1BF27400FA_S1622.sort.bam
1C2D4CE1DA,broodstock,1C2D4CE1DA_S1623,243119,656.817,/home/maccamp/kootenai/data/align/1C2D4CE1DA_S1623.sort.bam
1BF2740A1E,broodstock,1BF2740A1E_S1624,284492,769.678,/home/maccamp/kootenai/data/align/1BF2740A1E_S1624.sort.bam
1BF2F27504C1,broodstock,1BF2F27504C1_S1625,192552,516.78,/home/maccamp/kootenai/data/align/1BF2F27504C1_S1625.sort.bam
1C2D458065,broodstock,1C2D458065_S1626,208596,559.481,/home/maccamp/kootenai/data/align/1C2D458065_S1626.sort.bam
1C2D9D22FB,broodstock,1C2D9D22FB_S1627,159122,428.037,/home/maccamp/kootenai/data/align/1C2D9D22FB_S1627.sort.bam
1BF272CA07,broodstock,1BF272CA07_S1628,149291,399.235,/home/maccamp/kootenai/data/align/1BF272CA07_S1628.sort.bam
1BF278271A,broodstock,1BF278271A_S1629,238691,636.98,/home/maccamp/kootenai/data/align/1BF278271A_S1629.sort.bam
1BF27810A3,broodstock,1BF27810A3_S1630,168020,453.144,/home/maccamp/kootenai/data/align/1BF27810A3_S1630.sort.bam
1BF2782C27,broodstock,1BF2782C27_S1631,471574,1285.25,/home/maccamp/kootenai/data/align/1BF2782C27_S1631.sort.bam
1BF277FD00,broodstock,1BF277FD00_S1632,297485,798.204,/home/maccamp/kootenai/data/align/1BF277FD00_S1632.sort.bam
1BF272FD6C,broodstock,1BF272FD6C_S1633,171429,458.884,/home/maccamp/kootenai/data/align/1BF272FD6C_S1633.sort.bam
1BF274F310,broodstock,1BF274F310_S1634,252261,681.241,/home/maccamp/kootenai/data/align/1BF274F310_S1634.sort.bam
131275285A,broodstock,131275285A_S1635,263872,713.009,/home/maccamp/kootenai/data/align/131275285A_S1635.sort.bam
1BF27334E2,broodstock,1BF27334E2_S1636,205491,552.871,/home/maccamp/kootenai/data/align/1BF27334E2_S1636.sort.bam
1BF26FE828,broodstock,1BF26FE828_S1638,284582,764.049,/home/maccamp/kootenai/data/align/1BF26FE828_S1638.sort.bam
1C2D4D1C51,broodstock,1C2D4D1C51_S1639,197379,531.065,/home/maccamp/kootenai/data/align/1C2D4D1C51_S1639.sort.bam
1BF272F580,broodstock,1BF272F580_S1640,217563,586.608,/home/maccamp/kootenai/data/align/1BF272F580_S1640.sort.bam
1BF2782DD6,broodstock,1BF2782DD6_S1641,151469,405.124,/home/maccamp/kootenai/data/align/1BF2782DD6_S1641.sort.bam
1BF27839EA,broodstock,1BF27839EA_S1642,149043,399.547,/home/maccamp/kootenai/data/align/1BF27839EA_S1642.sort.bam
